Provincia,Municipio,Población,Longitud ETRS89,Latitud ETRS89,Altitud
Navarra,Pueyo,340,-1.64928327,42.56502725,555
Navarra,Ribaforada,3704,-1.50950675,41.99815564,255
Navarra,Romanzado,180,-1.23940212,42.67550051,489
Navarra,Roncal/Erronkari,213,-0.95643268,42.80765533,699
Navarra,Orreaga/Roncesvalles,21,-1.3191238,43.00984738,944
Navarra,Sada,151,-1.39809656,42.5870671,510
Navarra,Saldías,119,-1.7806764,43.08840566,550
Navarra,Salinas de Oro/Jaitz,113,-1.88913875,42.77579381,684
Navarra,San Adrián,6214,-1.93482308,42.33213296,311
Navarra,Sangüesa/Zangoza,5002,-1.28258288,42.57528882,400
Navarra,San Martín de Unx,383,-1.56109945,42.52553573,627
Navarra,Sansol,102,-2.26686695,42.55402437,493
Navarra,Santacara,868,-1.55342975,42.37502663,347
Navarra,Doneztebe/Santesteban,1732,-1.66924075,43.13151175,122
Navarra,Sarriés/Sartze,64,-1.10076187,42.83503166,683
Navarra,Sartaguda,1316,-2.0573235,42.38291056,337
Navarra,Sesma,1152,-2.08486951,42.47589424,393
Navarra,Sorlada,52,-2.21582706,42.61530254,573
Navarra,Sunbilla,675,-1.67050983,43.16487971,105
Navarra,Tafalla,10638,-1.67714182,42.52831262,440
Navarra,Tiebas-Muruarte de Reta,613,-1.63887849,42.69421255,566
Navarra,Tirapu,45,-1.70238926,42.65648843,495
Navarra,Torralba del Río,110,-2.33157177,42.60861695,633
Navarra,Torres del Río,128,-2.27211514,42.55104098,476
Navarra,Tudela,35298,-1.60578122,42.06346352,262
Navarra,Tulebras,123,-1.67572419,41.97696763,373
Navarra,Ucar,183,-1.70629104,42.67600224,506
Navarra,Ujué/Uxue,171,-1.49971459,42.50616082,805
Navarra,Ultzama,1661,-1.69710478,42.97825552,563
Navarra,Unciti,217,-1.5015051,42.74730204,598
Navarra,Unzué/Untzue,136,-1.62572452,42.65409868,668
Navarra,Urdazubi/Urdax,394,-1.50414523,43.26756573,94
Navarra,Urdiain,671,-2.13701454,42.88682377,554
Navarra,Urraul Alto,144,-1.24588807,42.77574553,595
Navarra,Urraul Bajo,305,-1.32496055,42.68659991,472
Navarra,Urroz-Villa,385,-1.458929,42.77762424,525
Navarra,Urroz,185,-1.70658645,43.09968525,344
Navarra,Urzainqui/Urzainki,85,-0.94497035,42.83173596,732
Navarra,Uterga,164,-1.76038274,42.71025411,492
Navarra,Uztárroz/Uztarroze,146,-0.94104514,42.89202412,868
Navarra,Luzaide/Valcarlos,387,-1.30266713,43.09224104,366
Navarra,Valtierra,2384,-1.63395077,42.19580564,265
Navarra,Bera,3763,-1.68657262,43.28033923,35
Navarra,Viana,4078,-2.37140346,42.51526446,470
Navarra,Vidángoz/Bidankoze,95,-1.01460828,42.80197109,768
Navarra,Bidaurreta,169,-1.83403802,42.77549764,426
Navarra,Villafranca,2845,-1.75105568,42.27884419,292
Navarra,Villamayor de Monjardín,115,-2.1043751,42.62955954,686
Navarra,Hiriberri/Villanueva de Aezkoa,110,-1.23001281,42.94553172,926
Navarra,Villatuerta,1178,-1.9926172,42.65963641,428
Navarra,Villava/Atarrabia,10217,-1.60645771,42.83016157,425
Navarra,Igantzi,626,-1.69998583,43.22456694,207
Navarra,Valle de Yerri/Deierri,1513,-2.0005221,42.72891269,538
Navarra,Yesa,291,-1.20369015,42.62053654,490
Navarra,Zabalza/Zabaltza,294,-1.79884609,42.77860058,438
Navarra,Zubieta,308,-1.74197208,43.1239604,212
Navarra,Zugarramurdi,232,-1.54074578,43.26895684,216
Navarra,Zúñiga,108,-2.30130783,42.69388115,575
Navarra,Barañáin/Barañain,20124,-1.68657975,42.80494064,433
Navarra,Berrioplano/Berriobeiti,6872,-1.69315704,42.85259037,454
Navarra,Berriozar,9874,-1.66943787,42.84403213,476
Navarra,Irurtzun,2183,-1.82803648,42.91831211,465
Navarra,Beriáin,3894,-1.64501289,42.73317924,498
Navarra,Orkoien,3910,-1.70467914,42.82369778,446
Navarra,Zizur Mayor/Zizur Nagusia,14686,-1.69502829,42.7934296,467
Navarra,Lekunberri,1502,-1.89580265,43.00604616,570
Ourense,Allariz,6026,-7.801700519,42.19017116,454
Ourense,Amoeiro,2231,-7.947325811,42.4147608,440
Ourense,A Arnoia,1013,-8.135751194,42.25306577,101
Ourense,Avión,1860,-8.251438858,42.37592083,447
Ourense,Baltar,957,-7.714343956,41.95375505,823
Ourense,Bande,1618,-7.9752718,42.03162122,730
Ourense,Baños de Molgas,1623,-7.668392125,42.24472787,517
Ourense,Barbadás,10791,-7.887469714,42.29905445,244
Ourense,O Barco de Valdeorras,13581,-6.984649378,42.41644671,325
Ourense,Beade,411,-8.123278289,42.32556034,95
Ourense,Beariz,982,-8.273015461,42.46705567,642
Ourense,Os Blancos,812,-7.753422097,41.99844388,799
Ourense,Boborás,2375,-8.143259558,42.43156764,425
Ourense,A Bola,1251,-7.928518433,42.14093687,479
Ourense,O Bolo,938,-7.099419525,42.30718816,746
Ourense,Calvos de Randín,818,-7.896541208,41.94716678,916
Ourense,Carballeda de Valdeorras,1623,-6.912270489,42.4158443,370
Ourense,Carballeda de Avia,1356,-8.164192061,42.31997591,248
Ourense,O Carballiño,13854,-8.077541083,42.42972473,398
Ourense,Cartelle,2683,-8.019504547,42.22500429,370
Ourense,Castrelo do Val,1028,-7.421367208,41.98797154,419
Ourense,Castrelo de Miño,1445,-8.096141361,42.29583674,96
Ourense,Castro Caldelas,1298,-7.415400344,42.37451851,783
Ourense,Celanova,5455,-7.957855253,42.1517985,520
Ourense,Cenlle,1176,-8.072247586,42.32612244,124
Ourense,Coles,3077,-7.839749097,42.41166903,395
Ourense,Cortegada,1125,-8.1718666,42.20658098,124
Ourense,Cualedro,1721,-7.594053736,41.98813634,833
Ourense,Chandrexa de Queixa,494,-7.379593467,42.26013024,997
Ourense,Entrimo,1184,-8.118727786,41.93273127,502
Ourense,Esgos,1154,-7.696415306,42.32533827,581
Ourense,Xinzo de Limia,9875,-7.7246752,42.06362249,622
Ourense,Gomesende,778,-8.091640217,42.19279759,473
Ourense,A Gudiña,1360,-7.139000186,42.06063452,985
Ourense,O Irixo,1519,-8.119823347,42.51298288,510
Ourense,Xunqueira de Ambía,1438,-7.735274608,42.20411096,542
Ourense,Xunqueira de Espadanedo,756,-7.629208294,42.31786302,681
Ourense,Larouco,472,-7.163275681,42.34673749,542
Ourense,Laza,1331,-7.460450936,42.06127325,475
Ourense,Leiro,1601,-8.123763472,42.37103545,88
Ourense,Lobeira,825,-8.039507767,41.98721623,697
Ourense,Lobios,1795,-8.083224156,41.90363192,418
Ourense,Maceda,2924,-7.650775756,42.26996396,587
Ourense,Manzaneda,906,-7.234143092,42.30970282,661
Ourense,Maside,2797,-8.025444444,42.41169444,378
Ourense,Melón,1254,-8.216316075,42.25722003,461
Ourense,A Merca,1924,-7.908477431,42.2191561,495
Ourense,A Mezquita,1034,-7.045362953,42.01369589,996
Ourense,Montederramo,760,-7.502389778,42.27521866,902
Ourense,Monterrei,2655,-7.496611783,41.9515423,398
Ourense,Muíños,1514,-7.971773014,41.95783553,620
Ourense,Nogueira de Ramuín,2033,-7.727476442,42.41177442,632
Ourense,Oímbra,1818,-7.476576175,41.88494565,387
Ourense,Ourense,105636,-7.863836656,42.33553117,135
Ourense,Paderne de Allariz,1414,-7.751084528,42.27958401,434
Ourense,Padrenda,1838,-8.158473425,42.13863906,371
Ourense,Parada de Sil,593,-7.571421228,42.3832785,672
Ourense,O Pereiro de Aguiar,6228,-7.799997247,42.34655247,330
Ourense,A Peroxa,1902,-7.794303069,42.44049592,513
Ourense,Petín,921,-7.124488325,42.38262727,304
Ourense,Piñor,1172,-8.006938564,42.49952423,568
Ourense,Porqueira,848,-7.847330586,42.01874423,631
Ourense,A Pobra de Trives,2150,-7.251921653,42.34069393,748
Ourense,Pontedeva,570,-8.133547853,42.16509424,118
Ourense,Punxín,713,-8.000278942,42.36965589,144
Ourense,Quintela de Leirado,615,-8.089635792,42.12989071,563
Ourense,Rairiz de Veiga,1330,-7.831646453,42.08175648,622
Ourense,Ramirás,1550,-8.025433258,42.18538244,363
Ourense,Ribadavia,5095,-8.143527486,42.28758161,102
Ourense,San Xoán de Río,561,-7.298503036,42.37116777,888
Ourense,Riós,1609,-7.282548267,41.97419795,807
Ourense,A Rúa,4459,-7.114128794,42.39513716,308
Ourense,Rubiá,1462,-6.946384892,42.44749358,512
Ourense,San Amaro,1112,-8.072316169,42.37429612,490
Ourense,San Cibrao das Viñas,5184,-7.874005061,42.29830161,267
Ourense,San Cristovo de Cea,2241,-7.985127975,42.47478341,530
Ourense,Sandiás,1261,-7.757488092,42.10956342,645
Ourense,Sarreaus,1220,-7.603011336,42.08740537,665
Ourense,Taboadela,1458,-7.825168947,42.24125359,387
Ourense,A Teixeira,339,-7.472469217,42.39122444,583
Ourense,Toén,2377,-7.951612883,42.31416758,387
Ourense,Trasmiras,1327,-7.611138183,42.02077631,644
Ourense,A Veiga,907,-7.026102961,42.25006869,874
Ourense,Verea,956,-7.951135789,42.09912236,738
Ourense,Verín,13889,-7.437282661,41.93841117,383
Ourense,Viana do Bolo,2964,-7.114775503,42.18034277,715
Ourense,Vilamarín,1940,-7.88835775,42.46485283,511
Ourense,Vilamartín de Valdeorras,1771,-7.064309483,42.41548759,318
Ourense,Vilar de Barrio,1360,-7.610481475,42.16112178,677
Ourense,Vilar de Santos,850,-7.794326483,42.08741366,641
Ourense,Vilardevós,1971,-7.311419436,41.90603409,754
Ourense,Vilariño de Conso,558,-7.181942067,42.16591899,740
Asturias,Allande,1742,-6.60838301,43.27229373,524
Asturias,Aller,11027,-5.63476777,43.16103558,414
Asturias,Amieva,699,-5.12832295,43.26919915,223
Asturias,Avilés,79514,-5.92478951,43.55857729,5
Asturias,Belmonte de Miranda,1554,-6.21778488,43.28188653,199
Asturias,Bimenes,1737,-5.56576167,43.33020136,303
Asturias,Boal,1586,-6.81759886,43.42900287,454
Asturias,Cabrales,2008,-4.84628428,43.31678075,178
Asturias,Cabranes,1058,-5.40554459,43.41964829,336
Asturias,Candamo,2028,-6.0591576,43.43659271,114
Asturias,Cangas del Narcea,12947,-6.55205753,43.1772214,377
Asturias,Cangas de Onís,6332,-5.12749781,43.34839001,81
Asturias,Caravia,472,-5.18701706,43.46368272,134
Asturias,Carreño,10545,-5.76718059,43.5901987,36
Asturias,Caso,1574,-5.34401882,43.18235684,574
Asturias,Castrillón,22490,-5.97389938,43.55998379,29
Asturias,Castropol,3510,-7.03005089,43.52757398,33
Asturias,Coaña,3387,-6.75166156,43.51470513,87
Asturias,Colunga,3440,-5.27038403,43.48545033,21
Asturias,Corvera de Asturias,15871,-5.87012215,43.5219585,58
Asturias,Cudillero,5183,-6.14543206,43.5629171,7
Asturias,Degaña,978,-6.57111191,42.94070799,852
Asturias,El Franco,3834,-6.82923216,43.55169778,60
Asturias,Gijón,272365,-5.65949323,43.53920222,7
Asturias,Gozón,10440,-5.78813115,43.61654729,8
Asturias,Grado,9980,-6.06990452,43.38929203,66
Asturias,Grandas de Salime,874,-6.87638973,43.21773395,563
Asturias,Ibias,1362,-6.87293932,43.03763941,308
Asturias,Illano,360,-6.86490897,43.33177703,348
Asturias,Illas,1017,-5.96797365,43.49654411,156
Asturias,Langreo,40529,-5.68337382,43.29473461,211
Asturias,Laviana,13236,-5.56291541,43.24549029,293
Asturias,Lena,11278,-5.82960591,43.15927913,306
Asturias,Valdés,11987,-6.53512178,43.54452761,1
Asturias,Llanera,13794,-5.85167484,43.44134929,179
Asturias,Llanes,13759,-4.75450323,43.42236986,10
Asturias,Mieres,38962,-5.7779978,43.25363001,207
Asturias,Morcín,2666,-5.89292823,43.2824189,354
Asturias,Muros de Nalón,1858,-6.10468816,43.54215544,127
Asturias,Nava,5333,-5.50560512,43.35834129,243
Asturias,Navia,8425,-6.72264777,43.53906309,14
Asturias,Noreña,5210,-5.70756578,43.39417226,206
Asturias,Onís,743,-4.96755192,43.33683767,207
Asturias,Oviedo,220301,-5.84372206,43.36232165,231
Asturias,Parres,5389,-5.19086415,43.38601098,85
Asturias,Peñamellera Alta,544,-4.7034502,43.33256691,264
Asturias,Peñamellera Baja,1261,-4.58399124,43.32342411,26
Asturias,Pesoz,156,-6.87538545,43.25692979,328
Asturias,Piloña,7178,-5.36471715,43.34785392,158
Asturias,Ponga,623,-5.1648398,43.19144454,628
Asturias,Pravia,8384,-6.11182497,43.48912351,38
Asturias,Proaza,754,-6.01490537,43.25306969,200
Asturias,Quirós,1212,-5.9727574,43.15791495,469
Asturias,Las Regueras,1874,-5.96790968,43.41444834,163
Asturias,Ribadedeva,1753,-4.53974028,43.37474115,111
Asturias,Ribadesella,5779,-5.05751881,43.46198935,5
Asturias,Ribera de Arriba,1873,-5.87580874,43.30958383,148
Asturias,Riosa,1991,-5.88171802,43.23032557,327
Asturias,Salas,5140,-6.26094697,43.40880659,240
Asturias,San Martín del Rey Aurelio,16584,-5.60306902,43.27495447,255
Asturias,San Martín de Oscos,403,-6.96178799,43.26457135,699
Asturias,Santa Eulalia de Oscos,461,-7.02039961,43.25891049,547
Asturias,San Tirso de Abres,447,-7.14287065,43.40890584,42
Asturias,Santo Adriano,278,-6.00126868,43.27080128,171
Asturias,Sariego,1252,-5.55834134,43.40984728,287
Asturias,Siero,51776,-5.66321486,43.39474647,222
Asturias,Sobrescobio,834,-5.45408413,43.22135994,385
Asturias,Somiedo,1142,-6.25460308,43.09303839,697
Asturias,Soto del Barco,3924,-6.07160843,43.53284864,50
Asturias,Tapia de Casariego,3851,-6.94393427,43.57052875,19
Asturias,Taramundi,652,-7.10929886,43.36130859,277
Asturias,Teverga,1678,-6.10291272,43.1589266,469
Asturias,Tineo,9700,-6.4149822,43.33525572,674
Asturias,Vegadeo,3894,-7.05066334,43.46464665,3
Asturias,Villanueva de Oscos,303,-6.98564909,43.31181691,644
Asturias,Villaviciosa,14455,-5.43480263,43.48140933,5
Asturias,Villayón,1280,-6.70684168,43.44627494,354
Asturias,Yernes y Tameza,140,-6.12852371,43.25115414,630
Palencia,Abarca de Campos,43,-4.84050594,42.06341982,758
Palencia,Abia de las Torres,174,-4.42286282,42.41894333,842
Palencia,Aguilar de Campoo,6916,-4.25993817,42.79264578,897
Palencia,Alar del Rey,944,-4.31130963,42.66001057,851
Palencia,Alba de Cerrato,87,-4.3659333,41.81249794,782
Palencia,Amayuelas de Arriba,36,-4.48934981,42.21161381,793
Palencia,Ampudia,621,-4.78100575,41.91628637,790
Palencia,Amusco,431,-4.47026072,42.17311585,772
Palencia,Antigüedad,368,-4.11829968,41.94594369,827
Palencia,Arconada,43,-4.49738609,42.33115269,821
Palencia,Astudillo,1012,-4.29215054,42.19278567,783
Palencia,Autilla del Pino,235,-4.63399406,41.99118185,869
Palencia,Autillo de Campos,136,-4.83132163,42.08825264,760
Palencia,Ayuela,53,-4.65823132,42.62923044,964
Palencia,Baltanás,1234,-4.2461251,41.93933207,792
Palencia,Venta de Baños,6429,-4.49734607,41.92283973,720
Palencia,Baquerín de Campos,33,-4.78375579,42.01533139,748
Palencia,Bárcena de Campos,62,-4.49965963,42.4833907,846
Palencia,Barruelo de Santullán,1203,-4.28836823,42.90821156,1041
Palencia,Báscones de Ojeda,149,-4.52713134,42.67013563,963
Palencia,Becerril de Campos,769,-4.63961898,42.10849846,768
Palencia,Belmonte de Campos,32,-4.99016251,41.94157994,740
Palencia,Berzosilla,44,-4.03684808,42.78167055,812
Palencia,Boada de Campos,17,-4.87698436,41.98838343,746
Palencia,Boadilla del Camino,117,-4.34703103,42.25853825,783
Palencia,Boadilla de Rioseco,117,-4.96852465,42.17827323,777
Palencia,Brañosera,250,-4.30785247,42.93518639,1211
Palencia,Buenavista de Valdavia,275,-4.61431347,42.64046578,942
Palencia,Bustillo de la Vega,310,-4.73863319,42.45661981,881
Palencia,Bustillo del Páramo de Carrión,62,-4.73908859,42.3555969,852
Palencia,Calahorra de Boedo,94,-4.38604413,42.57537065,871
Palencia,Calzada de los Molinos,338,-4.65000341,42.32740169,824
Palencia,Capillas,77,-4.89072168,42.01363652,759
Palencia,Cardeñosa de Volpejera,43,-4.70367177,42.23192958,827
Palencia,Carrión de los Condes,2118,-4.60446444,42.34072793,838
Palencia,Castil de Vela,64,-4.96047226,41.98280834,761
Palencia,Castrejón de la Peña,371,-4.59928806,42.8079516,1121
Palencia,Castrillo de Don Juan,230,-4.07038993,41.79100756,829
Palencia,Castrillo de Onielo,102,-4.30217629,41.85774954,821
Palencia,Castrillo de Villavega,187,-4.47998169,42.45429711,851
Palencia,Castromocho,222,-4.82209593,42.02910288,755
Palencia,Cervatos de la Cueza,278,-4.76895235,42.29168558,849
Palencia,Cervera de Pisuerga,2359,-4.49920895,42.86579592,1011
Palencia,Cevico de la Torre,490,-4.41029342,41.85242,767
Palencia,Cevico Navero,211,-4.18393298,41.86121794,823
Palencia,Cisneros,445,-4.85692768,42.2205443,802
Palencia,Cobos de Cerrato,142,-4.00226651,42.02700271,826
Palencia,Collazos de Boedo,107,-4.48345778,42.61990906,922
Palencia,Congosto de Valdavia,173,-4.63485712,42.71460427,969
Palencia,Cordovilla la Real,94,-4.25879177,42.08081213,744
Palencia,Cubillas de Cerrato,69,-4.4672526,41.79929687,751
Palencia,Dehesa de Montejo,138,-4.50934574,42.81904208,1090
Palencia,Dehesa de Romanos,41,-4.42914877,42.64234714,951
Palencia,Dueñas,2658,-4.54529752,41.87792835,730
Palencia,Espinosa de Cerrato,158,-3.95158752,41.96825065,868
Palencia,Espinosa de Villagonzalo,186,-4.37074266,42.48135643,841
Palencia,Frechilla,159,-4.83872998,42.13705513,768
Palencia,Fresno del Río,200,-4.81777216,42.68080706,1014
Palencia,Frómista,790,-4.40256752,42.26774321,789
Palencia,Fuentes de Nava,673,-4.78186236,42.08325865,754
Palencia,Fuentes de Valdepero,425,-4.50023215,42.07140806,786
Palencia,Grijota,2212,-4.58175519,42.05398524,749
Palencia,Guardo,6279,-4.84151005,42.78894127,1123
Palencia,Guaza de Campos,59,-4.90823032,42.13573066,792
Palencia,Hérmedes de Cerrato,81,-4.17770356,41.81977013,907
Palencia,Herrera de Pisuerga,2056,-4.33024783,42.59478093,846
Palencia,Herrera de Valdecañas,147,-4.19941021,42.04829527,782
Palencia,Hontoria de Cerrato,102,-4.44306854,41.91120449,756
Palencia,Hornillos de Cerrato,145,-4.27221272,41.98823088,790
Palencia,Husillos,303,-4.52703996,42.09041806,745
Palencia,Itero de la Vega,165,-4.25876959,42.28654926,772
Palencia,Lagartos,136,-4.90372508,42.40584359,910
Palencia,Lantadilla,305,-4.27492752,42.34075719,791
Palencia,La Vid de Ojeda,98,-4.38494988,42.6591355,878
Palencia,Ledigos,67,-4.86428578,42.35389017,883
Palencia,Lomas,53,-4.54811283,42.27683156,851
Palencia,Magaz de Pisuerga,981,-4.42683644,41.98245082,728
Palencia,Manquillos,84,-4.56768375,42.20380668,775
Palencia,Mantinos,146,-4.84190825,42.75122104,1067
Palencia,Marcilla de Campos,36,-4.39601646,42.31703122,816
Palencia,Mazariegos,215,-4.71615408,42.0286109,739
Palencia,Mazuecos de Valdeginate,95,-4.84183315,42.16852637,780
Palencia,Melgar de Yuso,256,-4.25293575,42.25411955,771
Palencia,Meneses de Campos,117,-4.91950924,41.94200004,750
Palencia,Micieces de Ojeda,80,-4.46058055,42.68865366,953
Palencia,Monzón de Campos,616,-4.49374327,42.11526314,753
Palencia,Moratinos,58,-4.9272467,42.36042244,855
Palencia,Mudá,87,-4.39412098,42.87596704,998
Palencia,Nogal de las Huertas,48,-4.64124318,42.39331412,858
Palencia,Olea de Boedo,38,-4.44894501,42.60864313,943
Palencia,Olmos de Ojeda,201,-4.42498388,42.72225097,931
Palencia,Osornillo,61,-4.29212296,42.36950031,821
Palencia,Palencia,78892,-4.53460106,42.0078373,734
Palencia,Palenzuela,212,-4.12905589,42.09521161,802
Palencia,Páramo de Boedo,116,-4.39683376,42.57946336,877
Palencia,Paredes de Nava,1923,-4.69416384,42.15281765,784
Palencia,Payo de Ojeda,64,-4.47988378,42.72069973,1004
Palencia,Pedraza de Campos,88,-4.73664535,41.98349625,757
Palencia,Pedrosa de la Vega,341,-4.74659049,42.47994025,891
Palencia,Perales,95,-4.58094637,42.19355595,777
Palencia,Pino del Río,184,-4.80607134,42.64426831,1000
Palencia,Piña de Campos,230,-4.43536227,42.21354477,766
Palencia,Población de Arroyo,61,-4.87474277,42.33682498,855
Palencia,Población de Campos,137,-4.4477578,42.27087421,792
Palencia,Población de Cerrato,116,-4.42818603,41.79295298,754
Palencia,Polentinos,44,-4.5273892,42.93876192,1265
Palencia,Pomar de Valdivia,467,-4.16749024,42.77457886,944
Palencia,Poza de la Vega,197,-4.79678231,42.57829671,944
Palencia,Pozo de Urama,25,-4.89495403,42.25433337,819
Palencia,Prádanos de Ojeda,193,-4.34761842,42.68249965,945
Palencia,La Puebla de Valdavia,108,-4.60926598,42.67556786,944
Palencia,Quintana del Puente,255,-4.20657781,42.08476819,751
Palencia,Quintanilla de Onsoña,186,-4.66367111,42.47054707,886
Palencia,Reinoso de Cerrato,51,-4.38273214,41.97590222,747
Palencia,Renedo de la Vega,195,-4.70242644,42.45389421,872
Palencia,Requena de Campos,22,-4.34347969,42.30824747,797
Palencia,Respenda de la Peña,161,-4.68671799,42.76405736,1013
Palencia,Revenga de Campos,148,-4.48131665,42.28563872,785
Palencia,Revilla de Collazos,80,-4.50352034,42.63022023,933
Palencia,Ribas de Campos,150,-4.51634143,42.15337815,778
Palencia,Riberos de la Cueza,54,-4.72738608,42.27715358,840
Palencia,Saldaña,3067,-4.73513792,42.52206186,912
Palencia,Salinas de Pisuerga,334,-4.37817784,42.84890973,946
Palencia,San Cebrián de Campos,445,-4.53069082,42.20132518,790
Palencia,San Cebrián de Mudá,159,-4.38634541,42.89180284,1042
Palencia,San Cristóbal de Boedo,23,-4.35197971,42.54227655,876
Palencia,San Mamés de Campos,53,-4.56438097,42.35350243,818
Palencia,San Román de la Cuba,68,-4.8574813,42.2629528,804
Palencia,Santa Cecilia del Alcor,121,-4.65975665,41.93260379,836
Palencia,Santa Cruz de Boedo,53,-4.37361693,42.52431461,851
Palencia,Santervás de la Vega,466,-4.79840122,42.50480471,918
Palencia,Santibáñez de Ecla,58,-4.37430444,42.70761452,963
Palencia,Santibáñez de la Peña,1060,-4.73016834,42.81023669,1120
Palencia,Santoyo,206,-4.34322857,42.21475049,796
Palencia,La Serna,97,-4.66461413,42.4151941,865
Palencia,Sotobañado y Priorato,150,-4.44159953,42.59144513,895
Palencia,Soto de Cerrato,188,-4.42955036,41.95323599,726
Palencia,Tabanera de Cerrato,146,-4.12257108,42.02573646,835
Palencia,Tabanera de Valdavia,26,-4.69364858,42.64729074,978
Palencia,Támara de Campos,71,-4.39339974,42.20325477,795
Palencia,Tariego de Cerrato,513,-4.47914436,41.90493636,744
Palencia,Torquemada,989,-4.3175802,42.0344359,742
Palencia,Torremormojón,57,-4.77731656,41.9614745,777
Palencia,Triollo,61,-4.68128221,42.92443001,1301
Palencia,Valbuena de Pisuerga,49,-4.23816032,42.1457199,773
Palencia,Valdeolmillos,64,-4.40007478,42.04130412,791
Palencia,Valderrábano,55,-4.65438044,42.60492636,962
Palencia,Valde-Ucieza,96,-4.57527815,42.39846283,837
Palencia,Valle de Cerrato,90,-4.36342767,41.87940231,818
Palencia,Velilla del Río Carrión,1330,-4.84321459,42.82783416,1121
Palencia,Vertavillo,196,-4.32683551,41.83257281,813
Palencia,Villabasta de Valdavia,30,-4.60222183,42.56086498,924
Palencia,Villacidaler,46,-4.97571302,42.22204413,795
Palencia,Villaconancio,65,-4.2237603,41.8717436,814
Palencia,Villada,1002,-4.96783751,42.24894479,795
Palencia,Villaeles de Valdavia,52,-4.58434168,42.56531903,885
Palencia,Villahán,105,-4.13106351,42.05097939,806
Palencia,Villaherreros,203,-4.46114339,42.38934681,826
Palencia,Villalaco,59,-4.25865544,42.15517873,760
Palencia,Villalba de Guardo,198,-4.82256549,42.72035422,1061
Palencia,Villalcázar de Sirga,172,-4.54247045,42.31696555,808
Palencia,Villalcón,68,-4.8565657,42.29288481,828
Palencia,Villalobón,1612,-4.50389256,42.02986797,758
Palencia,Villaluenga de la Vega,575,-4.76727706,42.52329986,912
Palencia,Villamartín de Campos,172,-4.66377063,42.0149902,752
Palencia,Villamediana,184,-4.36335826,42.05040117,793
Palencia,Villameriel,122,-4.47621959,42.52761485,904
Palencia,Villamoronta,244,-4.70026253,42.40353103,853
Palencia,Villamuera de la Cueza,46,-4.68901078,42.2597315,832
Palencia,Villamuriel de Cerrato,6483,-4.51542754,41.94795591,727
Palencia,Villanueva del Rebollar,76,-4.7455149,42.24195433,839
Palencia,Villanuño de Valdavia,95,-4.51749197,42.50888502,883
Palencia,Villaprovedo,68,-4.39698111,42.51832292,866
Palencia,Villarmentero de Campos,23,-4.49983868,42.29694355,793
Palencia,Villarrabé,215,-4.78260481,42.41994911,890
Palencia,Villarramiel,833,-4.91077234,42.04236731,766
Palencia,Villasarracino,139,-4.49658807,42.41213346,844
Palencia,Villasila de Valdavia,72,-4.55905966,42.53193096,869
Palencia,Villaturde,166,-4.67118886,42.37669839,841
Palencia,Villaumbrales,676,-4.61308546,42.08906986,762
Palencia,Villaviudas,379,-4.34202396,41.9616865,764
Palencia,Villerías de Campos,97,-4.85786249,41.94479794,755
Palencia,Villodre,17,-4.24544607,42.21171948,767
Palencia,Villodrigo,115,-4.09431738,42.14463232,765
Palencia,Villoldo,358,-4.59824238,42.244029,791
Palencia,Villota del Páramo,333,-4.84796993,42.55176314,999
Palencia,Villovieco,72,-4.47159909,42.29648076,815
Palencia,Osorno la Mayor,1252,-4.36133324,42.40979283,808
Palencia,Valle del Retortillo,177,-4.77189164,42.19094548,774
Palencia,Loma de Ucieza,208,-4.57919438,42.44124872,845
Palencia,La Pernía,324,-4.49558517,42.9666745,1108
Las Palmas,Agaete,5526,-15.69904438,28.09862641,45
Las Palmas,Agüimes,30882,-15.44475728,27.90513756,279
Las Palmas,Antigua,11405,-14.01328308,28.4216333,254
Las Palmas,Arrecife,59771,-13.5515188,28.96023609,6
Las Palmas,Artenara,1096,-15.6449521,28.01838212,1189
Las Palmas,Arucas,37367,-15.52148745,28.11709976,237
Las Palmas,Betancuria,710,-14.05573691,28.42357706,401
Las Palmas,Firgas,7570,-15.56124728,28.10598434,503
Las Palmas,Gáldar,24251,-15.65408077,28.14347581,104
Las Palmas,Haría,4858,-13.49658876,29.14532138,285
Las Palmas,Ingenio,30529,-15.4422404,27.91838839,317
Las Palmas,Mogán,19783,-15.72255059,27.88249513,288
Las Palmas,Moya,7792,-15.58252139,28.10941605,480
Las Palmas,La Oliva,25349,-13.92631762,28.60953732,221
Las Palmas,Pájara,19823,-14.10567266,28.34935048,231
Las Palmas,Las Palmas de Gran Canaria,377650,-15.41336841,28.09937855,6
Las Palmas,Puerto del Rosario,38711,-13.85922764,28.49756179,3
Las Palmas,San Bartolomé,18249,-13.61201137,28.99986827,263
Las Palmas,San Bartolomé de Tirajana,53542,-15.57142263,27.92399728,842
Las Palmas,La Aldea de San Nicolás,7613,-15.78024028,27.98416471,69
Las Palmas,Santa Brígida,18295,-15.4982278,28.03191886,524
Las Palmas,Santa Lucía de Tirajana,70396,-15.54038408,27.91144865,699
Las Palmas,Santa María de Guía de Gran Canaria,13924,-15.63102238,28.13769858,203
Las Palmas,Teguise,21896,-13.55819728,29.05792308,315
Las Palmas,Tejeda,1950,-15.61370784,27.99374658,1076
Las Palmas,Telde,102005,-15.41666551,27.9942018,147
Las Palmas,Teror,12424,-15.54591284,28.05843717,562
Las Palmas,Tías,19964,-13.65011477,28.95322984,196
